Revision | filePath | changeType | StartLine | EndLine | Nlines | cloneId | classId | globalCloneId | Similarity
454 | Revision_454/asp.c | U | 74 | 89 | 12 | 3861 | 1 | 1 | 100
454 | Revision_454/asp.c | U | 97 | 112 | 12 | 3862 | 1 | 2 | 100
454 | Revision_454/erlang.c | U | 58 | 62 | 5 | 3863 | 2 | 13 | 100
454 | Revision_454/python.c | U | 105 | 109 | 5 | 3864 | 2 | 11 | 100
454 | Revision_454/sml.c | U | 84 | 88 | 5 | 3865 | 2 | 12 | 100
454 | Revision_454/erlang.c | U | 66 | 75 | 9 | 3866 | 3 | 14 | 100
454 | Revision_454/python.c | U | 114 | 123 | 9 | 3867 | 3 | 15 | 100
454 | Revision_454/readtags.c | U | 106 | 113 | 8 | 3868 | 4 | 6 | 100
454 | Revision_454/routines.c | U | 287 | 294 | 8 | 3869 | 4 | 9 | 100
454 | Revision_454/readtags.c | U | 116 | 123 | 8 | 3870 | 5 | 8 | 100
454 | Revision_454/routines.c | U | 297 | 304 | 8 | 3871 | 5 | 10 | 100
