revision_number | method_name | method_signature | package_name | class_name | src | start_line | end_line | methodId
80 | CountedDataInputStream | CountedDataInputStream(InputStream i) | DNS | CountedDataInputStream | DNS/CountedDataInputStream.java | 16 | 19 | 51489
80 | CountedDataInputStream | CountedDataInputStream(InputStream i) | DNS | CountedDataInputStream | DNS/utils/CountedDataInputStream.java | 16 | 19 | 51490
80 | CountedDataInputStream | CountedDataInputStream(InputStream i) | DNS | CountedDataInputStream | org/xbill/DNS/CountedDataInputStream.java | 16 | 19 | 51491
80 | CountedDataInputStream | CountedDataInputStream(InputStream i) | DNS | CountedDataInputStream | org/xbill/DNS/utils/CountedDataInputStream.java | 16 | 19 | 51492
80 | CountedDataOutputStream | CountedDataOutputStream(OutputStream o) | DNS | CountedDataOutputStream | DNS/CountedDataOutputStream.java | 16 | 19 | 51493
80 | CountedDataOutputStream | CountedDataOutputStream(OutputStream o) | DNS | CountedDataOutputStream | DNS/utils/CountedDataOutputStream.java | 16 | 19 | 51494
80 | CountedDataOutputStream | CountedDataOutputStream(OutputStream o) | DNS | CountedDataOutputStream | org/xbill/DNS/CountedDataOutputStream.java | 16 | 19 | 51495
80 | CountedDataOutputStream | CountedDataOutputStream(OutputStream o) | DNS | CountedDataOutputStream | org/xbill/DNS/utils/CountedDataOutputStream.java | 16 | 19 | 51496
80 | F | F(int x, int y, int z) | DNS | md5 | DNS/md5.java | 28 | 30 | 51497
80 | F | F(int x, int y, int z) | DNS | md5 | DNS/utils/md5.java | 28 | 30 | 51498
80 | F | F(int x, int y, int z) | DNS | md5 | org/xbill/DNS/md5.java | 28 | 30 | 51499
80 | F | F(int x, int y, int z) | DNS | md5 | org/xbill/DNS/utils/md5.java | 28 | 30 | 51500
80 | FF | FF(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | DNS/md5.java | 53 | 57 | 51501
80 | FF | FF(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | DNS/utils/md5.java | 53 | 57 | 51502
80 | FF | FF(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | org/xbill/DNS/md5.java | 53 | 57 | 51503
80 | FF | FF(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | org/xbill/DNS/utils/md5.java | 53 | 57 | 51504
80 | G | G(int x, int y, int z) | DNS | md5 | DNS/md5.java | 33 | 35 | 51505
80 | G | G(int x, int y, int z) | DNS | md5 | DNS/utils/md5.java | 33 | 35 | 51506
80 | G | G(int x, int y, int z) | DNS | md5 | org/xbill/DNS/md5.java | 33 | 35 | 51507
80 | G | G(int x, int y, int z) | DNS | md5 | org/xbill/DNS/utils/md5.java | 33 | 35 | 51508
80 | GG | GG(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | DNS/md5.java | 60 | 64 | 51509
80 | GG | GG(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | DNS/utils/md5.java | 60 | 64 | 51510
80 | GG | GG(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | org/xbill/DNS/md5.java | 60 | 64 | 51511
80 | GG | GG(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | org/xbill/DNS/utils/md5.java | 60 | 64 | 51512
80 | H | H(int x, int y, int z) | DNS | md5 | DNS/md5.java | 38 | 40 | 51513
80 | H | H(int x, int y, int z) | DNS | md5 | DNS/utils/md5.java | 38 | 40 | 51514
80 | H | H(int x, int y, int z) | DNS | md5 | org/xbill/DNS/md5.java | 38 | 40 | 51515
80 | H | H(int x, int y, int z) | DNS | md5 | org/xbill/DNS/utils/md5.java | 38 | 40 | 51516
80 | HH | HH(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | DNS/md5.java | 67 | 71 | 51517
80 | HH | HH(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | DNS/utils/md5.java | 67 | 71 | 51518
80 | HH | HH(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | org/xbill/DNS/md5.java | 67 | 71 | 51519
80 | HH | HH(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | org/xbill/DNS/utils/md5.java | 67 | 71 | 51520
80 | I | I(int x, int y, int z) | DNS | md5 | DNS/md5.java | 43 | 45 | 51521
80 | I | I(int x, int y, int z) | DNS | md5 | DNS/utils/md5.java | 43 | 45 | 51522
80 | I | I(int x, int y, int z) | DNS | md5 | org/xbill/DNS/md5.java | 43 | 45 | 51523
80 | I | I(int x, int y, int z) | DNS | md5 | org/xbill/DNS/utils/md5.java | 43 | 45 | 51524
80 | II | II(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | DNS/md5.java | 74 | 78 | 51525
80 | II | II(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | DNS/utils/md5.java | 74 | 78 | 51526
80 | II | II(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | org/xbill/DNS/md5.java | 74 | 78 | 51527
80 | II | II(int a, int b, int c, int d, int x, int s, int ac) | DNS | md5 | org/xbill/DNS/utils/md5.java | 74 | 78 | 51528
80 | MyStringTokenizer | MyStringTokenizer(String _s) | DNS | MyStringTokenizer | DNS/MyStringTokenizer.java | 45 | 47 | 51529
80 | MyStringTokenizer | MyStringTokenizer(String _s, String _delim) | DNS | MyStringTokenizer | DNS/MyStringTokenizer.java | 40 | 42 | 51530
80 | MyStringTokenizer | MyStringTokenizer(String _s, String _delim, boolean _returnTokens) | DNS | MyStringTokenizer | DNS/MyStringTokenizer.java | 31 | 37 | 51531
80 | MyStringTokenizer | MyStringTokenizer(String _s) | DNS | MyStringTokenizer | DNS/utils/MyStringTokenizer.java | 45 | 47 | 51532
80 | MyStringTokenizer | MyStringTokenizer(String _s, String _delim) | DNS | MyStringTokenizer | DNS/utils/MyStringTokenizer.java | 40 | 42 | 51533
80 | MyStringTokenizer | MyStringTokenizer(String _s, String _delim, boolean _returnTokens) | DNS | MyStringTokenizer | DNS/utils/MyStringTokenizer.java | 31 | 37 | 51534
80 | MyStringTokenizer | MyStringTokenizer(String _s) | DNS | MyStringTokenizer | org/xbill/DNS/MyStringTokenizer.java | 45 | 47 | 51535
80 | MyStringTokenizer | MyStringTokenizer(String _s, String _delim) | DNS | MyStringTokenizer | org/xbill/DNS/MyStringTokenizer.java | 40 | 42 | 51536
80 | MyStringTokenizer | MyStringTokenizer(String _s, String _delim, boolean _returnTokens) | DNS | MyStringTokenizer | org/xbill/DNS/MyStringTokenizer.java | 31 | 37 | 51537
80 | MyStringTokenizer | MyStringTokenizer(String _s) | DNS | MyStringTokenizer | org/xbill/DNS/utils/MyStringTokenizer.java | 45 | 47 | 51538
80 | MyStringTokenizer | MyStringTokenizer(String _s, String _delim) | DNS | MyStringTokenizer | org/xbill/DNS/utils/MyStringTokenizer.java | 40 | 42 | 51539
80 | MyStringTokenizer | MyStringTokenizer(String _s, String _delim, boolean _returnTokens) | DNS | MyStringTokenizer | org/xbill/DNS/utils/MyStringTokenizer.java | 31 | 37 | 51540
80 | ROTATE_LEFT | ROTATE_LEFT(int x, int n) | DNS | md5 | DNS/md5.java | 48 | 50 | 51541
80 | ROTATE_LEFT | ROTATE_LEFT(int x, int n) | DNS | md5 | DNS/utils/md5.java | 48 | 50 | 51542
80 | ROTATE_LEFT | ROTATE_LEFT(int x, int n) | DNS | md5 | org/xbill/DNS/md5.java | 48 | 50 | 51543
80 | ROTATE_LEFT | ROTATE_LEFT(int x, int n) | DNS | md5 | org/xbill/DNS/utils/md5.java | 48 | 50 | 51544
80 | add | add(int pos, dnsName name) | DNS | dnsCompression | DNS/Compression.java | 18 | 21 | 51545
80 | add | add(int pos, dnsName name) | DNS | dnsCompression | DNS/dnsCompression.java | 18 | 21 | 51546
80 | add | add(int pos, dnsName name) | DNS | dnsCompression | org/xbill/DNS/Compression.java | 18 | 21 | 51547
80 | add | add(int pos, dnsName name) | DNS | dnsCompression | org/xbill/DNS/dnsCompression.java | 18 | 21 | 51548
80 | addRecord | addRecord(int section, dnsRecord r) | DNS | dnsMessage | DNS/Message.java | 59 | 62 | 51549
80 | addRecord | addRecord(int section, dnsRecord r) | DNS | dnsMessage | DNS/dnsMessage.java | 59 | 62 | 51550
80 | addRecord | addRecord(int section, dnsRecord r) | DNS | dnsMessage | org/xbill/DNS/Message.java | 59 | 62 | 51551
80 | addRecord | addRecord(int section, dnsRecord r) | DNS | dnsMessage | org/xbill/DNS/dnsMessage.java | 59 | 62 | 51552
80 | addTCP | addTCP(final short port) |  | dnsServer | dnsServer.java | 141 | 145 | 51553
80 | addTCP | addTCP(final short port) |  | dnsServer | jnamed.java | 141 | 145 | 51554
80 | addUDP | addUDP(final short port) |  | dnsServer | dnsServer.java | 148 | 152 | 51555
80 | addUDP | addUDP(final short port) |  | dnsServer | jnamed.java | 148 | 152 | 51556
80 | addZone | addZone(String zonefile) throws IOException |  | dnsServer | dnsServer.java | 20 | 24 | 51557
80 | addZone | addZone(String zonefile) throws IOException |  | dnsServer | jnamed.java | 20 | 24 | 51558
80 | append | append(dnsName d) | DNS | dnsName | DNS/Name.java | 103 | 106 | 51559
80 | append | append(dnsName d) | DNS | dnsName | DNS/dnsName.java | 103 | 106 | 51560
80 | append | append(dnsName d) | DNS | dnsName | org/xbill/DNS/Name.java | 103 | 106 | 51561
80 | append | append(dnsName d) | DNS | dnsName | org/xbill/DNS/dnsName.java | 103 | 106 | 51562
