Revision | filePath | changeType | StartLine | EndLine | Nlines | cloneId | classId | Similarity
423 | Revision_423/asp.c | U | 74 | 89 | 12 | 3520 | 1 | 100
423 | Revision_423/asp.c | U | 97 | 112 | 12 | 3521 | 1 | 100
423 | Revision_423/erlang.c | U | 58 | 62 | 5 | 3522 | 2 | 100
423 | Revision_423/python.c | U | 105 | 109 | 5 | 3523 | 2 | 100
423 | Revision_423/sml.c | U | 84 | 88 | 5 | 3524 | 2 | 100
423 | Revision_423/erlang.c | U | 66 | 75 | 9 | 3525 | 3 | 100
423 | Revision_423/python.c | U | 113 | 122 | 9 | 3526 | 3 | 100
423 | Revision_423/readtags.c | U | 106 | 113 | 8 | 3527 | 4 | 100
423 | Revision_423/routines.c | U | 287 | 294 | 8 | 3528 | 4 | 100
423 | Revision_423/readtags.c | U | 116 | 123 | 8 | 3529 | 5 | 100
423 | Revision_423/routines.c | U | 297 | 304 | 8 | 3530 | 5 | 100
