globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | methodStart | methodEnd
1 | Revision_469/asp.c | 74 | 89 | 1 | 158 | findAspTags | 42 | 198
2 | Revision_469/asp.c | 97 | 112 | 1 | 158 | findAspTags | 42 | 198
13 | Revision_469/eiffel.c | 367 | 376 | 2 | 457 | skipToCharacter | 366 | 376
14 | Revision_469/sql.c | 413 | 420 | 2 | 736 | skipToCharacter | 412 | 420
24 | Revision_469/jscript.c | 291 | 298 | 2 | 602 | skipToCharacter | 290 | 298
15 | Revision_469/eiffel.c | 660 | 664 | 3 | 415 | readToken | 614 | 745
16 | Revision_469/sql.c | 518 | 522 | 3 | 734 | readToken | 465 | 600
51 | Revision_469/jscript.c | 169 | 199 | 4 | 601 | skipArgumentList | 168 | 199
26 | Revision_469/sql.c | 654 | 685 | 4 | 735 | skipArgumentList | 653 | 685
27 | Revision_469/jscript.c | 214 | 223 | 5 | 589 | newToken | 213 | 223
28 | Revision_469/sql.c | 345 | 354 | 5 | 714 | newToken | 344 | 354
29 | Revision_469/jscript.c | 226 | 230 | 6 | 582 | deleteToken | 225 | 230
30 | Revision_469/sql.c | 357 | 361 | 6 | 701 | deleteToken | 356 | 361
31 | Revision_469/jscript.c | 241 | 257 | 7 | 713 | makeJsTag | 236 | 258
32 | Revision_469/sql.c | 372 | 388 | 7 | 588 | makeSqlTag | 367 | 389
33 | Revision_469/jscript.c | 301 | 316 | 8 | 596 | parseString | 300 | 316
34 | Revision_469/sql.c | 423 | 438 | 8 | 728 | parseString | 422 | 438
35 | Revision_469/jscript.c | 322 | 333 | 9 | 591 | parseIdentifier | 321 | 333
36 | Revision_469/sql.c | 443 | 454 | 9 | 728 | parseIdentifier | 442 | 454
49 | Revision_469/jscript.c | 397 | 427 | 10 | 600 | readToken | 354 | 445
50 | Revision_469/sql.c | 546 | 576 | 10 | 734 | readToken | 465 | 600
41 | Revision_469/jscript.c | 462 | 469 | 11 | 696 | addToScope | 461 | 469
42 | Revision_469/sql.c | 619 | 626 | 11 | 697 | addToScope | 618 | 626
45 | Revision_469/jscript.c | 598 | 607 | 12 | 724 | parseLoop | 530 | 609
46 | Revision_469/sql.c | 831 | 851 | 12 | 593 | parseRecord | 788 | 853
47 | Revision_469/jscript.c | 820 | 830 | 13 | 717 | parseFunction | 787 | 835
48 | Revision_469/jscript.c | 979 | 989 | 13 | 727 | parseStatement | 885 | 1019
17 | Revision_469/python.c | 107 | 111 | 14 | 612 | skipSpace | 106 | 111
18 | Revision_469/sml.c | 84 | 88 | 14 | 619 | skipSpace | 83 | 88
19 | Revision_469/erlang.c | 58 | 62 | 14 | 566 | skipSpace | 57 | 62
20 | Revision_469/python.c | 115 | 124 | 15 | 719 | parseIdentifier | 114 | 124
21 | Revision_469/erlang.c | 66 | 75 | 15 | NULL | NULL | NULL | NULL
11 | Revision_469/routines.c | 287 | 294 | 16 | 570 | struppercmp | 286 | 294
8 | Revision_469/readtags.c | 106 | 113 | 16 | 528 | struppercmp | 105 | 113
12 | Revision_469/routines.c | 297 | 304 | 17 | 528 | strnuppercmp | 296 | 304
10 | Revision_469/readtags.c | 116 | 123 | 17 | 528 | strnuppercmp | 115 | 123
